Graph String Name,Masrik Form of adjacency matrix
IEjdjrM]O,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 1 0 1 0 1 0 0]
[1 1 1 0 0 0 1 1 0 0]
[1 1 0 0 0 0 0 1 1 1]
[1 0 1 0 0 0 1 0 1 1]
[0 1 0 1 0 1 0 0 1 1]
[0 0 1 1 1 0 0 0 1 1]
[0 0 0 0 1 1 1 1 0 1]
[0 0 0 0 1 1 1 1 1 0]"
IEhvFT]n?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 0 1 0 1 0 1]
[1 1 0 0 0 1 0 0 1 1]
[1 0 0 1 1 0 1 0 0 1]
[0 1 1 0 0 1 0 1 1 0]
[0 0 1 1 0 0 1 0 1 1]
[0 0 1 0 1 0 1 1 0 1]
[0 0 0 1 1 1 0 1 1 0]"
IEhvEtmn?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 1 1 0]
[1 1 0 0 1 0 1 0 0 1]
[1 0 0 1 0 1 0 1 0 1]
[1 0 0 0 1 0 0 1 1 1]
[0 1 1 1 0 0 0 0 1 1]
[0 1 1 0 1 1 0 0 1 0]
[0 0 1 0 0 1 1 1 0 1]
[0 0 0 1 1 1 1 0 1 0]"
IEhvBvMn?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 0 0 1 0 1 1]
[1 1 0 0 1 0 0 1 1 0]
[1 0 0 1 0 1 1 0 1 0]
[1 0 0 0 1 0 1 1 0 1]
[0 1 1 0 1 1 0 0 0 1]
[0 1 0 1 0 1 0 0 1 1]
[0 0 1 1 1 0 0 1 0 1]
[0 0 1 0 0 1 1 1 1 0]"
IEhuVquZ_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 0 1 0]
[1 1 0 0 0 0 0 1 1 1]
[1 0 1 0 0 1 0 0 1 1]
[1 0 0 0 1 0 1 1 0 1]
[0 1 1 0 0 1 0 1 1 0]
[0 1 0 1 0 1 1 0 0 1]
[0 0 1 1 1 0 1 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
IEhuTzqZ_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 0 1 0]
[1 1 0 0 1 0 0 1 0 1]
[1 0 1 1 0 0 0 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 0 1 0 1 1 0]
[0 1 0 1 0 1 1 0 0 1]
[0 0 1 0 1 1 1 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
IEhuRzqj_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 1 0 0]
[1 1 0 0 1 0 0 0 1 1]
[1 0 1 1 0 0 0 0 1 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 1 0 0 1 0 1 1 0]
[0 1 1 0 0 1 1 0 0 1]
[0 0 0 1 1 1 1 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
IQhVe]{^?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 0 1 0 1 0 1 0]
[1 1 0 0 0 1 0 1 0 1]
[1 0 1 0 0 0 1 0 1 1]
[1 0 0 1 0 0 0 1 1 1]
[0 1 1 0 1 0 0 0 1 1]
[0 1 0 1 0 1 0 0 1 1]
[0 0 1 0 1 1 1 1 0 0]
[0 0 0 1 1 1 1 1 0 0]"
IQjRfqmV_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 0 0 0 1 1 1 0]
[1 1 0 0 0 0 1 1 1 0]
[1 0 0 0 1 1 1 0 0 1]
[1 0 0 1 0 1 0 1 0 1]
[1 0 0 1 1 0 0 0 1 1]
[0 1 1 1 0 0 0 0 1 1]
[0 1 1 0 1 0 0 0 1 1]
[0 1 1 0 0 1 1 1 0 0]
[0 0 0 1 1 1 1 1 0 0]"
IQjRbzMm_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 1 0 0 1 0 1 0]
[1 1 1 0 0 0 0 0 1 1]
[1 0 0 0 0 1 0 1 1 1]
[1 0 0 0 1 0 1 1 0 1]
[0 1 1 0 0 1 0 1 1 0]
[0 1 0 0 1 1 1 0 0 1]
[0 0 1 1 1 0 1 0 0 1]
[0 0 0 1 1 1 0 1 1 0]"
IQjRe\yn?,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 0 0 1 0 1 1 0]
[1 1 0 0 1 0 1 0 0 1]
[1 1 0 1 0 0 0 1 0 1]
[1 0 1 0 0 0 1 1 1 0]
[0 1 0 1 0 1 0 0 1 1]
[0 0 1 0 1 1 0 0 1 1]
[0 0 1 0 0 1 1 1 0 1]
[0 0 0 1 1 0 1 1 1 0]"
IQjRd^[]_,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 0 0 1 1 1 0 0]
[1 1 0 0 1 0 0 0 1 1]
[1 1 0 1 0 0 0 0 1 1]
[1 0 1 0 0 0 1 1 1 0]
[0 1 1 0 0 1 0 1 0 1]
[0 0 1 0 0 1 1 0 1 1]
[0 0 0 1 1 1 0 1 0 1]
[0 0 0 1 1 0 1 1 1 0]"
IQjVRiyVO,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 0 1 0 0 0]
[1 1 0 1 1 0 0 1 0 0]
[1 1 1 0 1 0 0 0 1 0]
[1 1 1 1 0 0 0 0 0 1]
[1 0 0 0 0 0 1 1 1 1]
[0 1 0 0 0 1 0 1 1 1]
[0 0 1 0 0 1 1 0 1 1]
[0 0 0 1 0 1 1 1 0 1]
[0 0 0 0 1 1 1 1 1 0]"
IQjVJqyVO,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 1 1 0 1 0 0 0]
[1 1 1 0 0 0 1 0 1 0]
[1 0 1 0 0 1 0 0 1 1]
[1 0 0 0 1 0 0 1 1 1]
[0 1 1 1 0 0 0 1 0 1]
[0 1 0 0 0 1 1 0 1 1]
[0 0 0 1 1 1 0 1 0 1]
[0 0 0 0 1 1 1 1 1 0]"
IQjUjp{io,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 0 0 1 1 0 0]
[1 1 0 1 0 0 1 0 1 0]
[1 1 1 0 0 0 1 0 1 0]
[1 0 0 0 0 1 0 1 1 1]
[1 0 0 0 1 0 0 1 1 1]
[0 1 1 1 0 0 0 1 0 1]
[0 1 0 0 1 1 1 0 0 1]
[0 0 1 1 1 1 0 0 0 1]
[0 0 0 0 1 1 1 1 1 0]"
IQjUjqm]O,"[0 1 1 1 1 1 0 0 0 0]
[1 0 1 1 1 1 0 0 0 0]
[1 1 0 1 0 0 1 1 0 0]
[1 1 1 0 0 0 1 1 0 0]
[1 1 0 0 0 1 0 0 1 1]
[1 1 0 0 1 0 0 0 1 1]
[0 0 1 1 0 0 0 1 1 1]
[0 0 1 1 0 0 1 0 1 1]
[0 0 0 0 1 1 1 1 0 1]
[0 0 0 0 1 1 1 1 1 0]"
I?~vfzy|_,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 0 0 0 1 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 1 1 1 0 0 1 0]
[0 1 1 1 1 1 0 0 0 1]
[0 0 1 1 1 1 1 0 0 1]
[0 0 1 1 1 1 0 1 1 0]"
I?~vvjy|O,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 1 0 0 0]
[1 1 0 1 1 1 1 0 0 0]
[1 1 1 0 0 0 0 1 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 1 0 0 0 0 1 1 1]
[0 0 0 1 1 1 1 0 1 1]
[0 0 0 1 1 1 1 1 0 1]
[0 0 0 1 1 1 1 1 1 0]"
ICZ~vr{{o,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 1 0 0 0]
[1 1 0 1 1 0 0 1 1 0]
[1 1 1 0 0 0 0 1 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 1 0 0 0 1 0 1 1 1]
[0 0 1 1 1 1 1 0 0 1]
[0 0 1 1 1 1 1 0 0 1]
[0 0 0 1 1 1 1 1 1 0]"
ICzvfzy^_,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 0 0 1 0 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 0 1 1 0 1 1 0]
[0 1 0 1 1 1 1 0 0 1]
[0 0 1 1 1 1 1 0 0 1]
[0 0 1 1 1 1 0 1 1 0]"
ICzvvr{\o,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 0 0 1 0 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 0 1 1 0 0 1 1]
[0 1 0 1 1 1 0 0 1 1]
[0 0 1 1 1 1 1 1 0 0]
[0 0 1 1 1 1 1 1 0 0]"
ICzvnr{]o,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 0 0 1 1 1 0]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 0 1 1 0 0 1 1]
[0 1 1 1 1 1 0 0 0 1]
[0 0 1 1 1 1 1 0 0 1]
[0 0 0 1 1 1 1 1 1 0]"
ICzvnrx^_,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 1 0 0 0]
[1 1 0 1 1 1 0 1 0 0]
[1 1 1 0 0 0 1 0 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 1 0 0 0 1 1 1]
[0 0 1 0 1 1 1 0 1 1]
[0 0 0 1 1 1 1 1 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IEjvVzy^_,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 1 0 0 1 1 0]
[1 1 1 0 0 0 1 0 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 0 1 0 1 0 1 1 1]
[0 1 1 0 1 1 1 0 0 1]
[0 0 1 1 1 1 1 0 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IEjv^r{]o,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 1 0 0 0 1 1]
[1 1 1 0 0 0 1 1 1 0]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 0 1 0 1 0 1 1 1]
[0 1 0 1 1 1 1 0 0 1]
[0 0 1 1 1 1 1 0 0 1]
[0 0 1 0 1 1 1 1 1 0]"
IEjv^rx^_,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 1 0 0 0]
[1 1 0 1 1 0 0 1 1 0]
[1 1 1 0 0 1 0 1 0 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 1 0 0 1 0 1 1]
[1 1 0 0 0 1 0 1 1 1]
[0 0 1 1 1 0 1 0 1 1]
[0 0 1 0 1 1 1 1 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IEnff^{^_,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 0 0 1 1 0]
[1 1 0 0 0 1 1 1 0 1]
[1 1 0 0 0 1 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 1 0 0 1 1 1 0]
[1 0 1 0 1 1 0 0 1 1]
[0 1 1 1 1 1 0 0 0 1]
[0 1 0 1 1 1 1 0 0 1]
[0 0 1 1 1 0 1 1 1 0]"
IEnfvjm^O,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 1 0 1 0 1 0]
[1 1 1 0 0 0 1 1 0 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 1 0 1 0 0 1 1]
[0 1 0 1 1 1 0 0 1 1]
[0 0 1 0 1 1 1 1 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IEnfnZ{]o,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 0 0 1 1 0]
[1 1 0 0 0 1 1 1 1 0]
[1 1 0 0 0 1 0 1 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 1 0 0 1 1 0 1]
[1 0 1 0 1 1 0 0 1 1]
[0 1 1 1 1 1 0 0 0 1]
[0 1 1 1 1 0 1 0 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IEnb~jyzO,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 1 0 1 0 1 0]
[1 1 1 0 0 1 1 0 0 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 1 0 0 0 1 1 1]
[1 0 1 1 0 0 0 1 1 1]
[0 1 0 0 1 1 1 0 1 1]
[0 0 1 0 1 1 1 1 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IQju~p}}O,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 1 0 0 0]
[1 1 0 1 0 0 0 1 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 1 1 1 1 0]
[1 1 0 0 1 0 1 1 0 1]
[1 1 0 0 1 1 0 0 1 1]
[0 0 1 1 1 1 0 0 1 1]
[0 0 1 1 1 0 1 1 0 1]
[0 0 1 1 0 1 1 1 1 0]"
IQzVvi}^O,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 1 0 1 0 1 0]
[1 1 1 0 1 0 0 1 0 1]
[1 1 1 1 0 0 0 0 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 0 0 1 0 1 1 1]
[0 1 0 1 0 1 1 0 1 1]
[0 0 1 0 1 1 1 1 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IQzVvh}nO,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 1 0 1 0 1 0]
[1 1 1 0 0 0 1 0 1 1]
[1 1 1 0 0 1 0 1 0 1]
[1 1 0 0 1 0 0 1 1 1]
[1 0 1 1 0 0 0 1 1 1]
[0 1 0 0 1 1 1 0 1 1]
[0 0 1 1 0 1 1 1 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IQzVtzu^O,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 0 0 1 1 1 0]
[1 1 1 0 0 0 1 0 1 1]
[1 1 0 0 0 1 1 1 0 1]
[1 1 0 0 1 0 0 1 1 1]
[1 0 1 1 1 0 0 0 1 1]
[0 1 1 0 1 1 0 0 1 1]
[0 0 1 1 0 1 1 1 0 1]
[0 0 0 1 1 1 1 1 1 0]"
IQyve|}~?,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 0 0 1 1 0]
[1 1 0 1 0 1 0 1 0 1]
[1 1 1 0 0 1 0 0 1 1]
[1 1 0 0 0 0 1 1 1 1]
[1 0 1 1 0 0 1 1 1 0]
[1 0 0 0 1 1 0 1 1 1]
[0 1 1 0 1 1 1 0 0 1]
[0 1 0 1 1 1 1 0 0 1]
[0 0 1 1 1 0 1 1 1 0]"
IQyvux||_,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 1 0 1 0 0]
[1 1 0 1 0 0 1 0 1 1]
[1 1 1 0 0 0 0 1 1 1]
[1 1 0 0 0 1 1 1 1 0]
[1 1 0 0 1 0 1 1 0 1]
[1 0 1 0 1 1 0 0 1 1]
[0 1 0 1 1 1 0 0 1 1]
[0 0 1 1 1 0 1 1 0 1]
[0 0 1 1 0 1 1 1 1 0]"
IUZurzmmo,"[0 1 1 1 1 1 1 0 0 0]
[1 0 1 1 1 0 0 1 1 0]
[1 1 0 1 0 1 0 1 0 1]
[1 1 1 0 0 0 1 0 1 1]
[1 1 0 0 0 1 1 1 1 0]
[1 0 1 0 1 0 1 1 0 1]
[1 0 0 1 1 1 0 0 1 1]
[0 1 1 0 1 1 0 0 1 1]
[0 1 0 1 1 0 1 1 0 1]
[0 0 1 1 0 1 1 1 1 0]"
IFzf~z}~O,"[0 1 1 1 1 1 1 1 0 0]
[1 0 1 1 1 1 1 1 0 0]
[1 1 0 1 1 1 0 0 1 1]
[1 1 1 0 0 0 1 1 1 1]
[1 1 1 0 0 0 1 1 1 1]
[1 1 1 0 0 0 1 1 1 1]
[1 1 0 1 1 1 0 0 1 1]
[1 1 0 1 1 1 0 0 1 1]
[0 0 1 1 1 1 1 1 0 1]
[0 0 1 1 1 1 1 1 1 0]"
IQ~vvz}|o,"[0 1 1 1 1 1 1 1 0 0]
[1 0 1 1 1 1 1 0 1 0]
[1 1 0 1 1 1 1 0 0 1]
[1 1 1 0 1 0 0 1 1 1]
[1 1 1 1 0 0 0 1 1 1]
[1 1 1 0 0 0 1 1 1 1]
[1 1 1 0 0 1 0 1 1 1]
[1 0 0 1 1 1 1 0 1 1]
[0 1 0 1 1 1 1 1 0 1]
[0 0 1 1 1 1 1 1 1 0]"
IUZ~vz}}o,"[0 1 1 1 1 1 1 1 0 0]
[1 0 1 1 1 1 1 0 1 0]
[1 1 0 1 1 0 0 1 1 1]
[1 1 1 0 0 1 0 1 1 1]
[1 1 1 0 0 0 1 1 1 1]
[1 1 0 1 0 0 1 1 1 1]
[1 1 0 0 1 1 0 1 1 1]
[1 0 1 1 1 1 1 0 0 1]
[0 1 1 1 1 1 1 0 0 1]
[0 0 1 1 1 1 1 1 1 0]"
IUzrv~}~_,"[0 1 1 1 1 1 1 1 0 0]
[1 0 1 1 1 1 0 0 1 1]
[1 1 0 1 1 0 1 0 1 1]
[1 1 1 0 0 1 0 1 1 1]
[1 1 1 0 0 0 1 1 1 1]
[1 1 0 1 0 0 1 1 1 1]
[1 0 1 0 1 1 0 1 1 1]
[1 0 0 1 1 1 1 0 1 1]
[0 1 1 1 1 1 1 1 0 0]
[0 1 1 1 1 1 1 1 0 0]"
IUzvvz}^o,"[0 1 1 1 1 1 1 1 0 0]
[1 0 1 1 1 1 1 0 1 0]
[1 1 0 1 1 1 0 0 1 1]
[1 1 1 0 1 0 1 1 0 1]
[1 1 1 1 0 0 0 1 1 1]
[1 1 1 0 0 0 1 1 1 1]
[1 1 0 1 0 1 0 1 1 1]
[1 0 0 1 1 1 1 0 1 1]
[0 1 1 0 1 1 1 1 0 1]
[0 0 1 1 1 1 1 1 1 0]"
I]~v~z~~o,"[0 1 1 1 1 1 1 1 1 0]
[1 0 1 1 1 1 1 1 0 1]
[1 1 0 1 1 1 1 0 1 1]
[1 1 1 0 1 1 0 1 1 1]
[1 1 1 1 0 0 1 1 1 1]
[1 1 1 1 0 0 1 1 1 1]
[1 1 1 0 1 1 0 1 1 1]
[1 1 0 1 1 1 1 0 1 1]
[1 0 1 1 1 1 1 1 0 1]
[0 1 1 1 1 1 1 1 1 0]"
I~~~~~~~w,"[0 1 1 1 1 1 1 1 1 1]
[1 0 1 1 1 1 1 1 1 1]
[1 1 0 1 1 1 1 1 1 1]
[1 1 1 0 1 1 1 1 1 1]
[1 1 1 1 0 1 1 1 1 1]
[1 1 1 1 1 0 1 1 1 1]
[1 1 1 1 1 1 0 1 1 1]
[1 1 1 1 1 1 1 0 1 1]
[1 1 1 1 1 1 1 1 0 1]
[1 1 1 1 1 1 1 1 1 0]"
